iteration,latency_us
50350,0.3000
50400,0.4000
50450,0.4000
50500,0.4000
50550,0.3000
50600,0.4000
50650,0.3000
50700,0.2000
50750,0.3000
50800,0.3000
50850,0.3000
50900,0.5000
50950,0.4000
51000,0.2000
51050,0.3000
51100,0.3000
51150,0.4000
51200,0.3000
51250,0.3000
51300,0.4000
51350,0.3000
51400,0.5000
51450,0.2000
51500,0.4000
51550,0.3000
51600,0.3000
51650,0.3000
51700,0.2000
51750,0.4000
51800,0.5000
51850,0.2000
51900,0.3000
51950,0.3000
52000,0.4000
52050,0.4000
52100,0.4000
52150,0.3000
52200,0.3000
52250,0.4000
52300,0.3000
52350,0.4000
52400,0.3000
52450,0.4000
52500,0.4000
52550,0.4000
52600,0.4000
52650,0.3000
52700,0.3000
52750,0.4000
52800,0.4000
52850,0.4000
52900,0.4000
52950,0.5000
53000,0.4000
53050,0.4000
53100,0.5000
53150,0.4000
53200,0.5000
53250,0.5000
53300,0.5000
53350,0.4000
53400,0.5000
53450,0.4000
53500,0.4000
53550,0.4000
53600,0.4000
53650,0.4000
53700,0.5000
53750,0.4000
53800,0.5000
53850,0.5000
53900,0.5000
53950,0.5000
54000,0.5000
54050,0.4000
54100,0.4000
54150,0.4000
54200,0.5000
54250,0.4000
54300,0.6000
54350,0.7000
54400,0.5000
54450,0.5000
54500,0.5000
54550,0.5000
54600,0.5000
54650,0.5000
54700,0.5000
54750,0.5000
54800,0.5000
54850,0.3000
54900,0.4000
54950,0.4000
55000,0.4000
55050,0.3000
55100,0.3000
55150,0.4000
55200,0.4000
55250,0.3000
55300,0.3000
55350,0.3000
55400,0.4000
55450,0.4000
55500,0.4000
55550,0.3000
55600,0.3000
55650,0.4000
55700,0.3000
55750,0.4000
55800,0.3000
55850,0.5000
55900,0.4000
55950,0.3000
56000,0.4000
56050,0.3000
56100,0.3000
56150,0.3000
56200,0.3000
56250,0.4000
56300,0.4000
56350,0.4000
56400,0.3000
56450,0.3000
56500,0.4000
56550,0.4000
56600,0.3000
56650,0.4000
56700,0.4000
56750,0.4000
56800,0.4000
56850,0.4000
56900,0.4000
56950,0.3000
57000,0.4000
57050,0.4000
57100,0.3000
57150,0.3000
57200,0.3000
57250,0.3000
57300,0.3000
57350,0.3000
57400,0.4000
57450,0.3000
57500,0.4000
57550,0.3000
57600,0.4000
57650,0.4000
57700,0.5000
57750,0.3000
57800,0.3000
57850,0.4000
57900,0.5000
57950,0.3000
58000,0.4000
58050,0.3000
58100,0.3000
58150,0.4000
58200,0.4000
58250,0.3000
58300,0.4000
58350,0.4000
58400,0.4000
58450,0.4000
58500,0.3000
58550,0.3000
58600,0.3000
58650,0.3000
58700,0.4000
58750,0.3000
58800,0.3000
58850,0.3000
58900,0.3000
58950,0.4000
59000,0.3000
59050,0.3000
59100,0.3000
59150,0.4000
59200,0.3000
59250,0.3000
59300,0.3000
59350,0.4000
59400,0.4000
59450,0.3000
59500,0.3000
59550,0.4000
59600,0.4000
59650,0.4000
59700,0.3000
59750,0.4000
59800,0.3000
59850,0.4000
59900,0.3000
59950,0.5000
60000,0.4000
60050,0.4000
60100,0.3000
60150,0.3000
60200,0.4000
60250,0.4000
60300,0.3000
60350,0.3000
60400,0.3000
60450,0.4000
60500,0.3000
60550,0.3000
60600,0.4000
60650,0.4000
60700,0.3000
60750,0.3000
60800,0.4000
60850,0.4000
60900,0.3000
60950,0.4000
61000,0.4000
61050,0.4000
61100,0.3000
61150,0.4000
61200,0.3000
61250,0.4000
61300,0.4000
61350,0.3000
61400,0.3000
61450,0.3000
61500,0.3000
61550,0.4000
61600,0.3000
61650,0.3000
61700,0.4000
61750,0.3000
61800,0.3000
61850,0.4000
61900,0.3000
61950,0.3000
62000,0.3000
62050,0.3000
62100,0.3000
62150,0.4000
62200,0.3000
62250,0.3000
62300,0.4000
62350,0.4000
62400,0.4000
62450,0.4000
62500,0.4000
62550,0.4000
62600,0.4000
62650,0.4000
62700,0.3000
62750,0.3000
62800,0.4000
62850,0.3000
62900,0.3000
62950,0.4000
63000,0.4000
63050,0.3000
63100,0.3000
63150,0.4000
63200,0.4000
63250,0.3000
63300,0.4000
63350,0.3000
63400,0.4000
63450,0.3000
63500,0.4000
63550,0.3000
63600,0.4000
63650,0.4000
63700,0.3000
63750,0.3000
63800,0.4000
63850,0.3000
63900,0.3000
63950,0.4000
64000,0.4000
64050,0.3000
64100,0.3000
64150,0.4000
64200,0.4000
64250,0.4000
64300,0.3000
64350,0.3000
64400,0.4000
64450,0.3000
64500,0.3000
64550,0.4000
64600,0.4000
64650,0.4000
64700,0.3000
64750,0.4000
64800,0.3000
64850,0.4000
64900,0.4000
64950,0.3000
65000,0.3000
65050,0.4000
65100,0.4000
65150,0.3000
65200,0.3000
65250,0.3000
65300,0.3000
65350,0.3000
65400,0.4000
65450,0.3000
65500,0.3000
65550,0.4000
65600,0.4000
65650,0.3000
65700,0.3000
65750,0.4000
65800,0.5000
65850,0.3000
65900,0.4000
65950,0.4000
66000,0.3000
66050,0.3000
66100,0.3000
66150,0.4000
66200,0.3000
66250,0.3000
66300,0.4000
66350,0.4000
66400,0.4000
66450,0.3000
66500,0.3000
66550,0.3000
66600,0.3000
66650,0.3000
66700,0.4000
66750,0.4000
66800,0.3000
66850,0.4000
66900,0.3000
66950,0.3000
67000,0.4000
67050,0.3000
67100,0.4000
67150,0.3000
67200,0.3000
67250,0.3000
67300,0.3000
67350,0.4000
67400,0.4000
67450,0.3000
67500,0.4000
67550,0.3000
67600,0.4000
67650,0.4000
67700,0.4000
67750,0.4000
67800,0.4000
67850,0.4000
67900,0.3000
67950,0.4000
68000,0.4000
68050,0.3000
68100,0.4000
68150,0.3000
68200,0.3000
68250,0.3000
68300,0.3000
68350,0.4000
68400,0.4000
68450,0.3000
68500,0.3000
68550,0.4000
68600,0.4000
68650,0.4000
68700,0.5000
68750,0.8000
68800,0.5000
68850,0.8000
68900,0.6000
68950,0.6000
69000,0.8000
69050,0.8000
69100,0.6000
69150,0.5000
69200,0.6000
69250,0.5000
69300,0.4000
69350,0.4000
69400,0.4000
69450,0.4000
69500,0.5000
69550,0.4000
69600,0.3000
69650,0.4000
69700,0.3000
69750,0.4000
69800,0.4000
69850,0.4000
69900,0.6000
69950,0.5000
70000,0.3000
70050,0.6000
70100,0.5000
70150,0.5000
70200,0.4000
70250,0.4000
70300,0.3000
70350,0.5000
70400,0.3000
70450,0.4000
70500,0.4000
70550,0.4000
70600,0.3000
70650,0.4000
70700,0.4000
70750,0.3000
70800,0.4000
70850,0.4000
70900,0.4000
70950,0.3000
71000,0.4000
71050,0.4000
71100,0.3000
71150,0.3000
71200,0.5000
71250,0.3000
71300,0.4000
71350,0.4000
71400,0.4000
71450,0.4000
71500,0.4000
71550,0.4000
71600,0.4000
71650,0.4000
71700,0.4000
71750,0.3000
71800,0.5000
71850,0.5000
71900,0.4000
71950,0.4000
72000,0.4000
72050,0.3000
72100,0.3000
72150,0.4000
72200,0.3000
72250,0.5000
72300,0.4000
72350,0.4000
72400,0.4000
72450,0.4000
72500,0.4000
72550,0.3000
72600,0.4000
72650,0.3000
72700,0.4000
72750,0.4000
72800,0.4000
72850,0.3000
72900,0.3000
72950,0.4000
73000,0.3000
73050,0.3000
73100,0.3000
73150,0.4000
73200,0.3000
73250,0.3000
73300,0.4000
73350,0.4000
73400,0.4000
73450,0.3000
73500,0.4000
73550,0.3000
73600,0.4000
73650,0.3000
73700,0.3000
73750,0.3000
73800,0.4000
73850,0.3000
73900,0.4000
73950,0.4000
74000,0.3000
74050,0.4000
74100,0.4000
74150,0.3000
74200,0.3000
74250,0.4000
74300,0.3000
74350,0.3000
74400,0.4000
74450,0.3000
74500,0.3000
74550,0.3000
74600,0.5000
74650,0.4000
74700,0.3000
74750,0.4000
74800,0.3000
74850,0.3000
74900,0.3000
74950,0.3000
75000,0.4000
75050,0.4000
75100,0.4000
75150,0.3000
75200,0.4000
75250,0.4000
75300,0.3000
75350,0.3000
75400,0.5000
75450,0.2000
75500,0.4000
75550,0.4000
75600,0.4000
75650,0.3000
75700,0.3000
75750,0.4000
75800,0.4000
75850,0.4000
75900,0.3000
75950,0.3000
76000,0.4000
76050,0.3000
76100,0.3000
76150,0.3000
76200,0.3000
76250,0.4000
76300,0.3000
76350,0.3000
76400,0.4000
76450,0.3000
76500,0.4000
76550,0.3000
76600,0.3000
76650,0.4000
76700,0.4000
76750,0.4000
76800,0.3000
76850,0.3000
76900,0.3000
76950,0.3000
77000,0.4000
77050,0.3000
77100,0.3000
77150,0.4000
77200,0.3000
77250,0.3000
77300,0.4000
77350,0.3000
77400,0.3000
77450,0.4000
77500,0.3000
77550,0.3000
77600,0.3000
77650,0.4000
77700,0.3000
77750,0.4000
77800,0.3000
77850,0.3000
77900,0.4000
77950,0.4000
78000,0.4000
78050,0.4000
78100,0.4000
78150,0.4000
78200,0.3000
78250,0.3000
78300,0.3000
78350,0.3000
78400,0.3000
78450,0.4000
78500,0.4000
78550,0.3000
78600,0.4000
78650,0.3000
78700,0.4000
78750,0.4000
78800,0.5000
78850,0.4000
78900,0.3000
78950,0.3000
79000,0.4000
79050,0.4000
79100,0.4000
79150,0.3000
79200,0.3000
79250,0.4000
79300,0.4000
79350,0.3000
79400,0.3000
79450,0.4000
79500,0.4000
79550,0.3000
79600,0.4000
79650,0.4000
79700,0.4000
79750,0.3000
79800,0.3000
79850,0.3000
79900,0.4000
79950,0.3000
80000,0.3000
80050,0.3000
80100,0.3000
80150,0.4000
80200,0.3000
80250,0.3000
80300,0.4000
80350,0.4000
80400,0.3000
80450,0.3000
80500,0.4000
80550,0.4000
80600,0.3000
80650,0.3000
80700,0.3000
80750,0.4000
80800,0.4000
80850,0.4000
80900,0.4000
80950,0.3000
81000,0.3000
81050,0.4000
81100,0.4000
81150,0.4000
81200,0.4000
81250,0.3000
81300,0.3000
81350,0.3000
81400,0.3000
81450,0.4000
81500,0.4000
81550,0.3000
81600,0.3000
81650,0.3000
81700,0.4000
81750,0.3000
81800,0.4000
81850,0.3000
81900,0.4000
81950,0.3000
82000,0.3000
82050,0.3000
82100,0.3000
82150,0.3000
82200,0.4000
82250,0.3000
82300,0.3000
82350,0.3000
82400,0.4000
82450,0.3000
82500,0.3000
82550,0.3000
82600,0.4000
82650,0.3000
82700,0.4000
82750,0.4000
82800,0.4000
82850,0.4000
82900,0.3000
82950,0.4000
83000,0.4000
83050,0.4000
83100,0.3000
83150,0.4000
83200,0.3000
83250,0.3000
83300,0.3000
83350,0.4000
83400,0.4000
83450,0.4000
83500,0.3000
83550,0.3000
83600,0.4000
83650,0.3000
83700,0.3000
83750,0.4000
83800,0.3000
83850,0.3000
83900,0.4000
83950,0.5000
84000,0.4000
84050,0.3000
84100,0.3000
84150,0.4000
84200,0.3000
84250,0.4000
84300,0.4000
84350,0.4000
84400,0.4000
84450,0.2000
84500,0.3000
84550,0.3000
84600,0.4000
84650,0.4000
84700,0.3000
84750,0.4000
84800,0.3000
84850,0.3000
84900,0.3000
84950,0.3000
85000,0.4000
85050,0.4000
85100,0.5000
85150,0.4000
85200,0.4000
85250,0.4000
85300,0.4000
85350,0.4000
85400,0.4000
85450,0.5000
85500,0.5000
85550,0.4000
85600,0.5000
85650,0.4000
85700,0.4000
85750,0.4000
85800,0.4000
85850,0.3000
85900,0.4000
85950,0.3000
86000,0.4000
86050,0.3000
86100,0.4000
86150,0.3000
86200,0.3000
86250,0.4000
86300,0.4000
86350,0.4000
86400,0.4000
86450,0.4000
86500,0.4000
86550,0.5000
86600,0.2000
86650,0.3000
86700,0.3000
86750,0.4000
86800,0.4000
86850,0.3000
86900,0.4000
86950,0.4000
87000,0.3000
87050,0.4000
87100,0.3000
87150,0.4000
87200,0.3000
87250,0.4000
87300,0.4000
87350,0.4000
87400,0.4000
87450,0.4000
87500,0.3000
87550,0.4000
87600,0.4000
87650,0.3000
87700,0.3000
87750,0.2000
87800,0.3000
87850,0.3000
87900,0.3000
87950,0.3000
88000,0.4000
88050,0.4000
88100,0.3000
88150,0.3000
88200,0.4000
88250,0.3000
88300,0.3000
88350,0.4000
88400,0.3000
88450,0.3000
88500,0.3000
88550,0.3000
88600,0.4000
88650,0.4000
88700,0.3000
88750,0.4000
88800,0.4000
88850,0.4000
88900,0.3000
88950,0.3000
89000,0.4000
89050,0.4000
89100,0.4000
89150,0.4000
89200,0.3000
89250,0.4000
89300,0.4000
89350,0.3000
89400,0.4000
89450,0.3000
89500,0.3000
89550,0.3000
89600,0.3000
89650,0.4000
89700,0.4000
89750,0.4000
89800,0.3000
89850,0.5000
89900,0.4000
89950,0.4000
90000,0.3000
90050,0.3000
90100,0.3000
90150,0.3000
90200,0.4000
90250,0.4000
90300,0.3000
90350,0.3000
90400,0.4000
90450,0.4000
90500,0.3000
90550,0.4000
90600,0.3000
90650,0.4000
90700,0.3000
90750,0.4000
90800,0.3000
90850,0.3000
90900,0.3000
90950,0.4000
91000,0.3000
91050,0.4000
91100,0.5000
91150,0.3000
91200,0.3000
91250,0.3000
91300,0.4000
91350,0.3000
91400,0.3000
91450,0.3000
91500,0.4000
91550,0.4000
91600,0.3000
91650,0.3000
91700,0.4000
91750,0.4000
91800,0.4000
91850,0.4000
91900,0.4000
91950,0.4000
92000,0.3000
92050,0.4000
92100,0.3000
92150,0.3000
92200,0.4000
92250,0.3000
92300,0.3000
92350,0.3000
92400,0.3000
92450,0.4000
92500,0.4000
92550,0.3000
92600,0.3000
92650,0.4000
92700,0.3000
92750,0.4000
92800,0.3000
92850,0.3000
92900,0.3000
92950,0.3000
93000,0.3000
93050,0.3000
93100,0.3000
93150,0.4000
93200,0.3000
93250,0.4000
93300,0.4000
93350,0.4000
93400,0.4000
93450,0.3000
93500,0.3000
93550,0.4000
93600,0.3000
93650,0.4000
93700,0.4000
93750,0.3000
93800,0.4000
93850,0.4000
93900,0.5000
93950,0.4000
94000,0.3000
94050,0.3000
94100,0.4000
94150,0.3000
94200,0.4000
94250,0.3000
94300,0.4000
94350,0.4000
94400,0.3000
94450,0.3000
94500,0.4000
94550,0.3000
94600,0.4000
94650,0.3000
94700,0.3000
94750,0.4000
94800,0.3000
94850,0.3000
94900,0.3000
94950,0.3000
95000,0.3000
95050,0.4000
95100,0.3000
95150,0.3000
95200,0.3000
95250,0.3000
95300,0.4000
95350,0.4000
95400,0.3000
95450,0.3000
95500,0.4000
95550,0.3000
95600,0.3000
95650,0.3000
95700,0.3000
95750,0.4000
95800,0.3000
95850,0.4000
95900,0.4000
95950,0.4000
96000,0.3000
96050,0.4000
96100,0.4000
96150,0.3000
96200,0.4000
96250,0.3000
96300,0.3000
96350,0.4000
96400,0.3000
96450,0.3000
96500,0.3000
96550,0.3000
96600,0.3000
96650,0.4000
96700,0.4000
96750,0.4000
96800,0.3000
96850,0.4000
96900,0.3000
96950,0.4000
97000,0.4000
97050,0.3000
97100,0.3000
97150,0.3000
97200,0.4000
97250,0.3000
97300,0.4000
97350,0.4000
97400,0.4000
97450,0.3000
97500,0.3000
97550,0.4000
97600,0.3000
97650,0.3000
97700,0.4000
97750,0.4000
97800,0.4000
97850,0.3000
97900,0.3000
97950,0.4000
98000,0.4000
98050,0.2000
98100,0.4000
98150,0.4000
98200,0.4000
98250,0.3000
98300,0.3000
98350,0.3000
98400,0.4000
98450,0.3000
98500,0.3000
98550,0.3000
98600,0.3000
98650,0.3000
98700,0.3000
98750,0.4000
98800,0.3000
98850,0.3000
98900,0.3000
98950,0.4000
99000,0.4000
99050,0.4000
99100,0.4000
99150,0.2000
99200,0.4000
99250,0.3000
99300,0.3000
99350,0.3000
99400,0.4000
99450,0.4000
99500,0.3000
99550,0.4000
99600,0.3000
99650,0.4000
99700,0.4000
99750,0.3000
99800,0.4000
99850,0.3000
99900,0.4000
99950,0.3000
